user_type,purchase_frequency,avg_order_value,product_category,product_price,rating,discount_percentage,purchase
returning,7,149.63,Sports,37.37,3.5,25,1
new,3,77.01,Beauty,104.01,2.9,40,0
loyal,14,133.47,Home & Kitchen,338.75,2.2,10,1
returning,6,48.74,Home & Kitchen,460.91,1.0,15,0
new,3,41.02,Sports,191.82,2.1,20,0
returning,5,105.89,Home & Kitchen,231.74,2.9,30,1
new,3,31.16,Clothing,182.67,4.0,20,0
loyal,12,137.13,Sports,49.74,1.6,15,1
new,2,34.54,Clothing,21.26,3.0,20,0
returning,4,114.16,Electronics,370.92,2.0,25,1
new,1,56.72,Home & Kitchen,294.16,2.4,30,0
returning,6,78.8,Electronics,139.05,4.9,10,1
loyal,14,235.12,Clothing,285.15,3.4,20,1
returning,7,69.28,Clothing,279.75,1.3,5,0
returning,4,120.88,Home & Kitchen,370.83,2.9,5,0
loyal,16,95.99,Sports,105.75,4.3,30,1
new,2,58.2,Clothing,282.18,3.5,0,0
returning,3,126.74,Clothing,296.86,1.3,15,0
new,2,33.9,Electronics,1035.9,3.8,0,0
loyal,9,294.0,Home & Kitchen,442.37,1.6,10,1
returning,5,68.4,Books,53.0,4.9,40,1
returning,4,89.54,Home & Kitchen,80.22,3.5,20,1
returning,9,110.22,Clothing,145.41,2.6,0,1
new,3,27.87,Home & Kitchen,151.48,4.4,10,0
new,3,64.41,Home & Kitchen,391.55,2.3,0,0
new,1,47.27,Electronics,229.36,2.1,10,0
returning,5,58.36,Clothing,227.3,1.8,5,0
new,2,49.19,Clothing,164.44,4.0,40,0
new,3,31.56,Sports,139.03,5.0,10,0
loyal,19,230.75,Beauty,138.48,3.7,30,1
loyal,14,169.99,Books,7.27,1.9,25,1
returning,8,54.38,Beauty,11.24,4.2,10,1
returning,6,144.12,Books,8.8,4.4,0,0
new,2,77.13,Sports,219.42,3.2,10,0
returning,3,51.16,Electronics,1091.08,4.8,0,1
loyal,8,106.34,Home & Kitchen,252.23,4.8,0,1
new,3,68.65,Books,47.51,2.6,40,0
new,1,46.38,Home & Kitchen,386.72,1.5,5,0
loyal,18,206.34,Electronics,1003.88,3.9,0,1
returning,6,98.44,Clothing,119.34,2.6,40,1
new,1,31.04,Clothing,44.07,2.5,20,0
returning,8,133.14,Clothing,33.84,2.3,15,0
returning,3,48.19,Clothing,81.35,3.5,10,0
returning,6,93.59,Home & Kitchen,420.35,3.2,25,1
loyal,8,112.99,Beauty,65.58,3.4,10,1
loyal,10,257.4,Books,17.69,1.1,10,1
returning,4,148.42,Beauty,71.15,4.6,40,1
loyal,19,299.05,Beauty,102.6,2.7,0,1
returning,8,110.49,Clothing,251.72,3.4,15,1
loyal,12,163.17,Clothing,175.35,4.1,20,1
returning,5,48.77,Electronics,262.28,2.2,0,0
loyal,17,172.23,Sports,69.54,2.1,25,1
loyal,8,186.49,Electronics,557.14,4.3,20,1
new,2,52.62,Books,11.15,4.0,40,0
loyal,14,80.31,Clothing,104.92,2.7,0,1
loyal,17,130.78,Sports,331.81,1.4,20,1
loyal,17,139.38,Clothing,95.97,2.5,20,1
new,2,55.95,Beauty,46.83,4.2,25,0
loyal,8,140.98,Clothing,184.36,1.1,0,1
loyal,8,187.1,Clothing,282.18,3.8,15,1
new,2,57.08,Home & Kitchen,170.88,4.7,30,0
loyal,18,258.3,Sports,144.89,3.1,30,1
new,3,21.5,Home & Kitchen,403.28,3.5,10,0
new,1,27.28,Sports,258.76,2.6,10,0
returning,3,141.96,Beauty,28.42,1.7,20,0
returning,4,83.45,Beauty,184.16,4.6,30,1
returning,7,65.42,Clothing,89.37,2.7,40,1
new,2,26.51,Clothing,18.58,4.7,0,0
loyal,14,125.02,Electronics,791.13,3.1,0,1
new,1,32.79,Sports,234.19,4.8,20,0
new,1,23.75,Sports,291.27,4.6,25,0
new,3,71.77,Books,22.9,3.6,0,0
returning,6,110.45,Clothing,238.19,2.7,5,1
loyal,15,90.56,Clothing,164.25,4.2,15,1
returning,5,72.78,Sports,236.41,3.6,5,0
loyal,18,272.93,Electronics,1174.77,3.8,40,1
new,2,32.11,Beauty,169.1,3.8,10,0
returning,5,100.61,Clothing,96.89,3.8,20,1
returning,6,46.76,Clothing,198.39,4.4,10,1
returning,5,40.24,Beauty,137.7,4.7,0,1
new,2,46.42,Electronics,449.17,3.4,5,0
returning,4,87.81,Clothing,64.87,2.1,15,0
returning,3,122.14,Sports,110.25,2.1,5,0
loyal,11,153.23,Books,29.42,2.7,0,1
returning,5,74.36,Beauty,127.29,2.2,0,0
new,2,44.96,Beauty,21.97,2.6,0,0
returning,4,112.34,Electronics,417.98,3.9,20,1
new,1,56.27,Clothing,219.61,4.8,0,0
loyal,14,205.36,Home & Kitchen,374.56,1.4,0,1
returning,3,57.42,Clothing,287.52,2.9,0,0
new,2,50.74,Clothing,180.88,3.5,20,0
loyal,12,227.94,Beauty,143.83,1.5,20,1
returning,8,83.85,Electronics,860.03,1.1,5,0
new,1,57.26,Books,44.78,2.0,0,0
returning,4,40.63,Electronics,640.56,2.0,30,0
new,1,63.07,Electronics,1184.88,3.2,0,0
loyal,11,276.18,Clothing,205.06,2.7,0,1
loyal,16,280.41,Beauty,31.95,4.1,20,1
loyal,19,143.81,Electronics,937.17,3.3,15,1
returning,5,42.47,Home & Kitchen,360.43,2.9,5,1
returning,6,135.19,Books,23.46,2.2,5,0
loyal,13,170.55,Clothing,264.97,3.1,20,1
new,1,60.98,Home & Kitchen,251.54,4.4,15,0
returning,5,83.66,Sports,256.49,4.3,0,1
returning,9,143.84,Home & Kitchen,473.42,1.1,5,0
new,2,65.71,Electronics,757.37,1.9,10,0
returning,5,107.94,Home & Kitchen,396.59,4.1,15,1
loyal,11,290.86,Home & Kitchen,375.29,2.5,15,1
loyal,15,107.86,Electronics,626.92,4.3,5,1
new,2,21.39,Electronics,590.9,4.6,10,0
new,3,47.27,Electronics,358.04,4.1,0,0
new,1,51.39,Electronics,555.3,1.2,20,0
loyal,12,124.06,Clothing,41.33,4.7,0,1
new,1,43.7,Home & Kitchen,328.2,2.8,25,0
returning,6,143.07,Clothing,80.96,1.0,0,0
new,3,41.62,Beauty,176.24,2.2,15,0
returning,7,146.55,Home & Kitchen,68.64,3.4,15,1
returning,3,119.39,Beauty,40.83,2.4,30,1
loyal,13,230.78,Home & Kitchen,33.29,3.2,40,1
new,1,23.49,Electronics,371.77,2.4,40,0
returning,3,106.98,Home & Kitchen,95.43,2.7,10,0
new,1,56.89,Beauty,37.05,1.2,5,0
returning,5,117.31,Electronics,619.72,3.3,25,1
loyal,15,201.87,Electronics,171.93,4.6,15,1
new,1,49.79,Clothing,97.8,4.0,15,0
loyal,18,205.55,Clothing,151.05,3.6,20,1
returning,7,61.1,Clothing,115.54,1.5,20,1
new,1,48.13,Electronics,776.17,4.1,10,0
returning,8,62.3,Clothing,117.64,2.6,30,1
new,1,58.21,Books,13.98,1.5,10,0
returning,6,124.83,Clothing,274.4,3.3,15,1
loyal,14,137.15,Home & Kitchen,256.51,2.4,20,1
new,1,62.67,Home & Kitchen,460.21,2.2,15,0
returning,3,115.91,Home & Kitchen,266.81,4.0,25,1
loyal,16,95.86,Clothing,119.34,2.1,15,1
loyal,13,174.61,Home & Kitchen,370.9,3.1,15,1
returning,6,86.67,Electronics,125.22,2.0,15,1
loyal,14,286.91,Clothing,143.63,3.1,40,1
returning,4,141.13,Home & Kitchen,87.85,3.0,30,1
returning,5,144.86,Electronics,406.17,2.0,30,1
loyal,9,140.75,Clothing,255.43,4.2,15,1
returning,3,149.51,Clothing,87.98,1.6,20,1
returning,8,55.13,Electronics,563.65,1.0,0,0
returning,6,126.5,Clothing,74.22,4.9,25,1
loyal,15,96.85,Sports,224.47,3.0,15,1
loyal,19,225.28,Clothing,45.57,2.4,15,1
returning,3,100.95,Home & Kitchen,307.61,1.9,25,1
returning,9,149.86,Books,40.17,4.4,25,1
returning,4,97.0,Home & Kitchen,137.84,3.4,25,1
returning,9,109.71,Sports,138.03,2.5,30,1
new,2,76.64,Beauty,175.54,1.3,30,0
loyal,8,168.26,Beauty,99.78,4.0,0,1
returning,6,110.15,Sports,180.41,1.8,5,0
returning,8,126.31,Clothing,170.51,1.4,0,0
new,3,36.86,Home & Kitchen,345.33,1.9,0,0
new,3,51.67,Beauty,144.88,4.4,0,0
loyal,17,265.4,Home & Kitchen,376.55,3.8,50,1
returning,9,139.34,Sports,115.29,2.5,0,1
new,2,58.54,Electronics,514.08,2.7,20,0
returning,9,62.4,Clothing,277.35,4.4,10,1
returning,9,100.5,Sports,206.96,3.0,5,0
new,3,48.2,Clothing,38.1,2.3,10,0
returning,5,63.5,Books,22.2,2.1,10,0
returning,7,109.83,Electronics,1100.69,4.0,10,1
returning,8,81.58,Books,5.22,1.9,5,0
returning,9,40.38,Sports,54.48,3.9,0,1
returning,7,118.66,Clothing,163.52,4.6,10,1
loyal,10,233.51,Electronics,981.49,2.6,0,1
returning,9,46.11,Electronics,1062.95,4.1,5,0
new,2,78.96,Beauty,166.92,1.2,20,0
new,2,37.79,Books,12.89,1.7,20,0
returning,5,128.48,Electronics,263.84,1.7,25,0
loyal,12,128.48,Electronics,1091.87,1.9,40,1
new,1,42.54,Beauty,144.71,4.1,10,0
returning,5,104.4,Beauty,178.02,4.9,5,1
new,1,39.46,Electronics,913.2,2.4,0,0
returning,8,139.05,Clothing,20.41,3.6,0,0
loyal,13,146.68,Beauty,186.34,2.8,20,1
returning,4,130.24,Home & Kitchen,435.0,2.2,25,1
returning,8,44.63,Sports,270.26,2.9,20,1
new,2,30.27,Home & Kitchen,145.58,3.9,0,0
returning,8,75.8,Books,15.96,1.2,25,1
new,1,46.11,Home & Kitchen,134.85,4.6,40,0
loyal,10,146.84,Sports,94.82,3.1,20,1
new,2,55.39,Clothing,261.32,1.9,50,0
loyal,9,277.64,Clothing,261.53,3.2,10,1
returning,3,87.44,Clothing,34.16,3.0,20,1
returning,7,96.77,Beauty,62.48,3.1,0,1
returning,3,41.67,Home & Kitchen,429.67,4.0,0,1
loyal,10,207.57,Clothing,211.27,4.2,20,1
new,2,29.3,Home & Kitchen,316.87,1.1,0,0
new,3,55.15,Electronics,931.28,4.8,10,0
returning,8,81.47,Electronics,972.38,1.4,20,1
new,2,59.15,Clothing,172.69,3.6,30,0
new,2,53.8,Home & Kitchen,458.49,4.7,30,0
loyal,13,108.51,Books,43.97,4.8,0,1
loyal,9,214.16,Beauty,28.18,4.1,0,1
returning,9,91.25,Sports,139.54,3.2,25,1
loyal,10,217.73,Clothing,193.18,2.5,25,1
returning,5,105.45,Books,50.24,2.7,15,0
new,3,66.0,Electronics,1100.88,1.6,0,0
returning,4,128.2,Electronics,1189.16,3.5,0,0
returning,3,71.7,Electronics,212.22,2.1,20,0
loyal,14,158.69,Clothing,39.4,1.9,10,1
new,3,24.82,Clothing,16.72,2.0,40,0
returning,6,145.06,Clothing,269.81,2.6,15,0
new,2,23.64,Home & Kitchen,460.32,1.2,15,0
new,2,42.29,Clothing,235.81,1.5,20,0
new,2,50.75,Home & Kitchen,108.18,2.8,15,0
loyal,17,180.17,Clothing,298.0,3.0,5,1
loyal,10,163.25,Electronics,766.35,4.4,0,1
loyal,16,224.12,Electronics,1056.43,3.9,25,1
returning,9,120.2,Clothing,107.35,3.0,0,0
returning,5,76.47,Electronics,781.18,1.2,30,1
new,3,27.34,Home & Kitchen,250.5,3.9,0,0
new,3,56.93,Beauty,152.82,3.2,5,0
returning,4,60.76,Clothing,283.46,4.5,5,1
loyal,11,83.3,Clothing,220.34,2.3,0,1
returning,3,105.15,Beauty,84.88,1.6,15,0
new,2,44.89,Clothing,292.73,3.0,0,0
new,1,68.04,Electronics,164.23,2.0,0,0
new,1,51.26,Home & Kitchen,247.39,4.7,20,0
returning,3,92.06,Home & Kitchen,193.74,4.7,20,1
loyal,12,212.18,Home & Kitchen,406.7,3.4,10,1
returning,6,89.65,Books,39.23,4.8,10,1
loyal,15,115.48,Electronics,185.34,1.3,30,1
returning,4,117.43,Clothing,160.42,2.5,0,1
returning,6,75.88,Clothing,243.47,4.1,10,1
new,1,43.18,Beauty,122.4,2.8,0,0
loyal,18,295.18,Beauty,74.51,4.2,0,1
loyal,14,102.4,Clothing,98.36,1.4,25,1
new,1,43.31,Electronics,1147.05,1.7,40,0
returning,6,47.21,Clothing,54.59,4.4,10,1
returning,5,72.57,Electronics,820.09,1.4,5,0
returning,4,52.61,Clothing,297.42,1.6,0,0
loyal,19,165.44,Home & Kitchen,102.0,1.7,0,1
returning,7,117.17,Sports,90.77,4.0,0,1
returning,4,89.01,Clothing,207.49,2.4,5,0
new,3,38.15,Clothing,77.32,3.2,15,0
new,3,73.1,Electronics,152.17,2.2,20,0
new,1,67.06,Electronics,523.88,3.5,20,0
new,2,27.91,Electronics,165.77,2.1,5,0
returning,8,134.65,Beauty,86.73,4.9,20,1
returning,8,53.2,Electronics,1078.25,4.0,0,1
new,2,68.51,Sports,192.02,4.4,0,0
loyal,14,176.58,Home & Kitchen,283.28,2.4,5,1
new,2,24.47,Home & Kitchen,218.42,1.7,0,0
returning,7,40.53,Clothing,77.05,2.6,15,1
new,3,64.09,Books,20.48,2.6,15,0
returning,4,58.58,Home & Kitchen,41.6,4.9,0,1
new,3,26.75,Clothing,294.63,1.3,0,0
returning,8,72.55,Clothing,236.72,4.8,30,1
returning,6,133.47,Sports,60.47,4.4,40,1
loyal,17,182.17,Clothing,252.26,1.4,10,1
new,3,75.91,Clothing,75.58,4.2,5,0
new,1,46.42,Clothing,96.8,4.7,15,0
new,3,36.86,Electronics,445.35,2.3,0,0
returning,3,132.7,Electronics,800.75,2.6,5,1
new,1,73.71,Electronics,1161.21,2.6,0,0
loyal,18,174.16,Books,49.49,4.1,30,1
returning,8,134.45,Clothing,187.22,2.3,15,1
returning,7,73.43,Beauty,90.47,3.0,10,0
returning,7,113.68,Books,48.64,2.0,0,0
new,2,76.85,Electronics,221.42,4.7,50,1
new,1,70.42,Home & Kitchen,147.75,4.6,5,0
returning,9,145.97,Books,51.74,3.1,10,1
returning,5,85.91,Home & Kitchen,410.67,4.6,15,1
new,2,62.22,Home & Kitchen,241.31,3.2,25,0
new,2,44.48,Books,40.4,2.1,10,0
loyal,9,211.59,Electronics,918.89,2.6,0,1
new,2,21.02,Books,7.6,3.6,0,0
loyal,9,222.92,Clothing,144.96,4.6,25,1
loyal,19,182.87,Home & Kitchen,250.16,1.1,0,1
new,1,75.09,Clothing,257.74,1.7,20,0
new,3,31.68,Beauty,47.33,4.6,10,0
new,3,67.18,Home & Kitchen,97.86,1.8,0,0
returning,3,91.07,Home & Kitchen,273.76,4.9,0,1
returning,3,104.91,Beauty,132.39,1.7,20,1
loyal,12,209.98,Beauty,23.28,4.7,50,1
loyal,9,229.09,Books,30.44,2.3,20,1
returning,6,90.12,Electronics,202.18,4.9,0,1
new,2,55.01,Beauty,75.89,4.7,10,0
new,2,40.35,Home & Kitchen,315.24,4.1,20,0
loyal,9,289.26,Home & Kitchen,474.33,4.0,30,1
new,2,39.7,Sports,207.72,3.9,0,0
new,2,54.92,Clothing,85.79,3.7,0,0
returning,3,73.48,Clothing,239.62,3.0,10,1
returning,8,140.31,Home & Kitchen,140.34,4.9,5,1
loyal,11,86.67,Beauty,183.46,2.0,0,1
returning,4,65.06,Clothing,83.73,4.3,30,1
new,3,29.79,Home & Kitchen,277.13,1.5,50,0
loyal,15,238.68,Home & Kitchen,196.43,3.3,25,1
new,3,27.78,Home & Kitchen,131.79,2.5,0,0
returning,3,94.6,Beauty,191.39,2.7,40,1
returning,6,40.53,Electronics,816.47,3.2,0,0
new,3,52.87,Books,23.5,1.0,25,0
returning,9,134.44,Beauty,128.36,1.9,25,1
new,1,47.55,Clothing,30.29,3.8,15,0
returning,6,132.18,Clothing,99.1,4.3,0,1
returning,3,101.6,Electronics,324.67,1.7,10,0
loyal,18,214.67,Beauty,76.29,2.9,20,1
loyal,19,210.05,Clothing,150.14,1.8,5,1
new,2,24.06,Clothing,80.15,3.2,20,0
returning,5,105.56,Clothing,169.79,3.4,5,1
returning,9,48.99,Home & Kitchen,411.99,1.6,10,1
new,3,43.99,Books,25.51,3.8,0,0
loyal,18,293.58,Beauty,185.56,4.9,10,1
returning,9,40.12,Clothing,172.41,4.5,30,1
new,3,47.5,Books,8.21,4.3,0,0
returning,7,43.26,Books,21.42,4.2,0,1
new,2,27.22,Clothing,154.93,3.1,15,0
returning,6,68.06,Electronics,409.48,4.5,0,1
new,1,67.15,Beauty,83.56,3.9,0,0
loyal,15,136.36,Books,43.77,1.9,0,1
loyal,11,200.23,Home & Kitchen,403.34,1.6,15,1
returning,8,67.73,Electronics,365.05,2.5,25,1
returning,8,133.29,Beauty,137.55,1.4,40,0
loyal,13,164.03,Home & Kitchen,85.94,1.4,30,1
returning,8,40.37,Beauty,56.74,3.0,15,1
new,1,25.51,Sports,71.88,2.8,25,0
returning,5,69.91,Sports,306.87,4.4,0,1
loyal,13,281.49,Beauty,40.26,1.9,20,1
returning,6,89.23,Electronics,788.93,4.9,0,1
returning,3,69.24,Beauty,160.37,1.6,10,0
loyal,17,164.3,Electronics,836.68,4.2,5,1
loyal,8,122.98,Beauty,106.23,4.2,15,1
loyal,14,179.88,Clothing,173.2,2.7,25,1
new,2,51.09,Home & Kitchen,311.67,4.6,20,0
returning,9,139.75,Electronics,608.05,1.2,0,0
returning,6,64.88,Beauty,104.0,3.1,25,1
loyal,12,136.77,Electronics,898.81,1.7,20,1
returning,3,145.22,Clothing,163.69,2.2,5,1
new,1,46.77,Beauty,112.38,1.1,30,0
loyal,19,268.2,Books,40.69,3.2,25,1
returning,9,70.0,Electronics,837.93,2.5,15,1
new,3,41.64,Clothing,153.25,1.3,0,0
returning,4,139.79,Electronics,324.7,3.7,25,1
new,1,26.35,Books,52.79,4.9,50,0
returning,4,103.1,Sports,286.72,1.5,5,0
new,2,49.58,Books,18.09,2.5,25,0
returning,4,51.15,Clothing,62.44,2.7,15,1
returning,8,99.34,Clothing,115.27,2.9,0,1
returning,5,132.31,Sports,220.39,1.4,0,0
returning,4,41.01,Clothing,288.78,2.1,10,1
loyal,12,131.48,Home & Kitchen,476.32,2.7,15,1
new,2,56.68,Clothing,135.7,2.7,0,0
new,1,69.57,Beauty,57.24,2.5,5,0
loyal,18,174.38,Beauty,139.85,4.4,20,1
new,2,32.2,Clothing,137.64,2.8,40,0
loyal,11,88.39,Books,6.01,3.4,25,1
loyal,11,189.53,Home & Kitchen,65.99,4.1,30,1
returning,5,134.46,Clothing,126.58,1.1,10,0
loyal,19,245.18,Clothing,201.02,4.9,20,1
new,2,52.69,Home & Kitchen,60.98,3.4,5,0
returning,7,124.15,Electronics,1058.9,4.1,15,1
returning,4,100.77,Beauty,128.25,2.6,20,1
returning,7,52.22,Electronics,354.75,4.3,40,1
loyal,19,255.15,Electronics,730.94,3.0,5,1
new,2,34.03,Clothing,237.4,1.2,5,0
returning,7,95.03,Electronics,616.41,2.1,25,1
returning,7,102.09,Home & Kitchen,181.46,1.1,10,0
returning,8,77.3,Clothing,274.41,4.7,15,1
new,2,44.74,Books,30.07,4.3,5,0
returning,9,66.74,Sports,235.65,4.9,50,1
loyal,12,206.81,Beauty,161.15,2.2,25,1
new,1,45.53,Electronics,610.39,1.5,15,0
loyal,15,123.33,Sports,80.02,4.6,0,1
returning,4,54.36,Clothing,192.85,2.8,25,1
loyal,9,128.14,Home & Kitchen,80.53,1.1,20,1
returning,6,122.16,Clothing,106.75,1.1,20,1
new,2,72.59,Clothing,47.5,1.2,25,0
returning,5,133.68,Beauty,185.44,4.5,20,1
loyal,17,234.42,Clothing,35.78,1.0,15,1
returning,3,98.11,Home & Kitchen,298.68,4.5,10,1
loyal,14,203.51,Clothing,291.7,1.4,0,1
returning,3,66.79,Beauty,69.02,4.1,10,1
new,1,62.08,Beauty,144.85,3.3,40,0
returning,3,113.58,Clothing,169.21,4.5,20,1
loyal,11,109.72,Books,19.81,3.9,20,1
returning,5,143.17,Books,48.15,3.9,20,1
loyal,11,148.63,Home & Kitchen,35.95,1.1,10,1
loyal,12,136.16,Home & Kitchen,142.39,4.5,0,1
returning,3,61.84,Home & Kitchen,68.92,2.2,20,1
new,1,56.61,Electronics,996.5,4.9,20,0
returning,9,104.15,Books,27.38,1.8,25,1
returning,7,137.07,Home & Kitchen,61.34,2.4,10,1
loyal,13,135.06,Clothing,291.59,1.9,10,1
returning,6,127.49,Beauty,86.8,4.7,0,1
returning,8,53.36,Electronics,157.32,2.1,30,1
loyal,15,224.49,Clothing,122.21,4.3,15,1
returning,4,103.75,Electronics,488.37,4.7,20,1
returning,6,146.04,Electronics,227.01,4.4,20,1
returning,7,122.7,Clothing,220.62,4.9,25,1
returning,9,119.57,Sports,342.24,3.2,20,1
returning,9,42.75,Clothing,249.22,2.6,20,1
loyal,16,87.32,Books,20.83,4.2,10,1
returning,7,114.59,Electronics,233.53,2.6,0,0
returning,9,114.71,Home & Kitchen,454.23,2.2,5,1
returning,6,45.57,Sports,163.64,4.0,0,1
new,2,37.32,Clothing,228.89,3.2,15,0
new,3,43.24,Beauty,61.24,3.7,0,0
loyal,15,144.83,Sports,171.32,4.6,0,1
returning,6,80.35,Home & Kitchen,132.12,4.5,20,1
returning,6,136.38,Clothing,142.38,4.7,20,1
returning,9,74.95,Books,6.87,1.4,10,1
new,3,31.35,Beauty,67.43,4.7,0,0
returning,4,41.04,Electronics,188.01,4.0,5,1
returning,4,116.74,Home & Kitchen,320.97,1.2,40,0
returning,7,116.7,Clothing,42.63,2.5,0,0
returning,5,55.16,Clothing,156.52,4.8,10,1
new,3,23.62,Beauty,154.29,2.5,0,0
new,2,52.27,Clothing,92.49,4.8,15,0
loyal,9,228.73,Clothing,108.44,4.7,20,1
returning,5,141.79,Home & Kitchen,312.33,3.7,5,1
returning,6,63.19,Clothing,55.11,1.9,0,0
new,1,59.12,Clothing,98.11,3.7,20,0
new,3,41.51,Home & Kitchen,435.94,1.2,30,0
returning,6,149.97,Clothing,239.71,2.4,30,1
returning,5,86.9,Clothing,84.35,1.4,5,0
returning,4,135.56,Electronics,872.44,4.3,10,1
new,3,61.42,Home & Kitchen,88.8,3.9,0,0
returning,7,99.28,Beauty,90.89,1.3,20,0
new,1,43.45,Beauty,36.18,5.0,30,0
new,1,20.17,Clothing,141.11,1.6,10,0
returning,4,54.6,Home & Kitchen,49.16,1.2,15,0
new,3,70.74,Beauty,174.64,2.6,0,0
new,3,76.5,Clothing,210.3,2.5,0,0
returning,6,87.35,Sports,162.28,3.4,0,0
returning,8,56.91,Sports,171.64,2.6,30,1
loyal,15,296.61,Clothing,276.04,1.2,40,1
returning,8,122.16,Clothing,279.45,4.2,15,1
new,1,45.05,Electronics,853.01,3.1,0,0
new,1,35.09,Electronics,622.48,3.7,20,0
loyal,14,102.77,Sports,241.42,1.3,5,1
returning,9,61.65,Sports,173.48,3.6,0,0
returning,8,80.35,Electronics,238.56,4.5,40,1
new,2,61.94,Home & Kitchen,264.71,1.9,25,0
returning,9,77.04,Home & Kitchen,431.26,3.1,0,1
new,1,65.04,Clothing,82.41,4.7,50,0
returning,8,102.47,Home & Kitchen,246.26,3.1,20,1
loyal,10,145.16,Sports,138.2,2.8,15,1
loyal,14,135.04,Electronics,553.34,4.8,0,1
returning,7,49.85,Electronics,80.22,2.2,50,1
returning,3,65.92,Electronics,1058.98,1.6,40,1
loyal,19,105.41,Clothing,266.05,2.7,10,1
returning,3,146.44,Clothing,198.1,1.8,15,0
new,1,51.44,Clothing,154.15,1.5,25,0
returning,5,136.5,Home & Kitchen,432.68,2.9,10,0
new,2,37.16,Beauty,168.42,2.3,30,0
returning,7,145.46,Clothing,70.15,2.1,0,1
returning,7,43.99,Clothing,255.56,2.4,30,1
returning,8,66.62,Beauty,155.29,2.8,0,0
returning,6,44.29,Beauty,11.19,2.4,15,0
new,2,49.0,Clothing,283.53,1.8,0,0
returning,3,111.71,Clothing,61.35,1.5,5,0
loyal,14,114.88,Beauty,108.28,2.5,15,1
returning,4,46.06,Electronics,1077.18,2.5,0,0
returning,5,127.15,Clothing,282.59,1.5,20,1
loyal,16,243.95,Clothing,80.67,1.9,5,1
loyal,9,154.34,Electronics,930.12,4.7,5,1
new,3,25.1,Electronics,480.05,1.4,30,0
new,1,46.49,Clothing,142.06,1.3,30,0
returning,7,141.0,Beauty,142.81,2.5,10,1
loyal,8,261.93,Beauty,166.06,4.3,20,1
loyal,19,190.87,Sports,233.34,3.2,10,1
loyal,17,258.04,Electronics,856.22,1.1,40,1
returning,5,44.6,Clothing,56.06,1.9,20,0
returning,7,126.05,Beauty,103.72,4.9,5,1
new,3,74.11,Home & Kitchen,414.41,3.4,40,0
new,2,30.8,Clothing,257.9,2.2,20,0
returning,7,44.68,Clothing,216.77,2.4,20,1
returning,8,119.2,Clothing,59.82,3.2,0,0
returning,3,54.83,Clothing,172.89,2.1,15,0
returning,6,115.84,Electronics,135.12,1.5,0,0
new,2,37.34,Sports,364.4,3.1,30,0
returning,3,134.64,Electronics,284.52,2.4,40,1
new,1,25.59,Sports,151.08,4.0,0,0
returning,8,103.44,Beauty,143.07,2.5,0,0
loyal,10,252.73,Clothing,235.52,4.5,10,1
returning,8,44.54,Books,29.84,4.9,40,1
loyal,13,174.36,Books,29.68,2.3,0,1
new,3,76.13,Clothing,132.86,1.6,10,0
returning,6,80.71,Clothing,164.33,1.6,25,0
returning,7,109.41,Home & Kitchen,489.79,1.2,5,0
returning,4,94.97,Home & Kitchen,389.45,4.9,15,1
loyal,13,192.22,Home & Kitchen,90.4,2.7,10,1
returning,5,56.3,Home & Kitchen,139.67,3.7,25,1
loyal,9,207.84,Clothing,287.87,2.3,0,1
new,2,51.57,Home & Kitchen,248.17,2.0,25,0
loyal,17,146.12,Clothing,224.41,3.1,0,1
new,1,41.67,Home & Kitchen,77.36,2.5,10,0
loyal,13,280.2,Beauty,142.79,1.1,0,1
returning,3,135.5,Home & Kitchen,58.06,1.9,10,0
returning,9,130.76,Books,47.29,3.3,30,1
returning,3,134.99,Home & Kitchen,240.2,2.7,10,1
loyal,15,235.07,Home & Kitchen,374.93,2.1,20,1
new,2,42.2,Home & Kitchen,231.98,1.6,50,0
returning,8,99.71,Electronics,247.51,2.9,10,1
loyal,9,187.3,Sports,59.58,4.7,40,1
returning,9,93.38,Electronics,564.64,3.0,25,1
new,2,56.41,Clothing,28.89,1.4,50,0
returning,8,133.08,Electronics,844.11,2.8,40,1
returning,9,93.97,Electronics,1153.54,2.1,0,0
loyal,18,142.38,Beauty,186.32,4.5,5,1
loyal,13,164.75,Clothing,180.16,1.1,30,1
returning,3,122.55,Beauty,118.49,2.2,5,0
loyal,18,121.92,Clothing,176.31,4.0,30,1
returning,3,107.01,Clothing,272.12,2.7,20,1
new,3,77.73,Clothing,28.94,3.8,20,0
new,3,77.25,Home & Kitchen,331.96,2.4,30,0
returning,4,149.56,Beauty,98.42,4.3,0,1
new,1,49.72,Home & Kitchen,474.1,4.3,25,0
loyal,10,284.0,Clothing,87.95,4.4,0,1
loyal,11,214.69,Sports,124.89,4.6,20,1
new,2,29.88,Electronics,939.25,4.6,15,0
returning,8,82.43,Home & Kitchen,226.36,2.2,5,1
returning,9,89.44,Clothing,117.09,2.0,25,1
loyal,8,229.22,Electronics,421.65,4.8,40,1
loyal,11,148.54,Clothing,58.02,2.5,15,1
returning,6,143.85,Electronics,249.24,5.0,10,1
loyal,17,245.34,Beauty,51.32,1.9,0,1
returning,9,70.86,Home & Kitchen,367.75,4.6,25,1
returning,7,80.17,Beauty,123.91,4.3,0,0
new,1,70.76,Home & Kitchen,450.32,2.1,10,0
new,1,30.86,Home & Kitchen,284.27,2.1,0,0
returning,5,62.64,Books,45.74,4.8,20,1
